  2.000000;-0.150232
  2.200000;0.178085
  2.400000;0.529461
  2.600000;0.758845
  2.800000;0.719033
  3.000000;0.379156
  3.200000;-0.176642
  3.400000;-0.766542
  3.600000;-1.161537
  3.800000;-1.171184
  4.000000;-0.731752
  4.200000;0.047343
  4.400000;0.906360
  4.600000;1.523740
  4.800000;1.637756
  5.000000;1.154095
  5.200000;0.196421
  5.400000;-0.922520
  5.600000;-1.802894
  5.800000;-2.099533
  6.000000;-1.654058
  6.200000;-0.568490
  6.400000;0.810987
  6.600000;2.001621
  6.800000;2.551565
  7.000000;2.210581
  7.200000;1.039954
  7.400000;-0.586492
  7.600000;-2.101246
  7.800000;-2.945189
  8.000000;-2.776978
  8.200000;-1.604505
  8.400000;0.211985
  8.600000;2.067621
  8.800000;3.275726
